Percentage of patients;T-stage;Midline Extension;Involvement Ipsi;Involvement Contra;Treated Ipsi;Treated Contra;risk;lower bound;upper bound;top 3 spared lnls risk
0.003484320557491289;late;True;['III'];['II'];['IV', 'II', 'III'];['III', 'II'];0.07509595846263173;0.06534365198668382;0.08667148988959027;[('ipsi I', 0.020080062425169756), ('ipsi VII', 0.017529134392392405), ('ipsi V', 0.014155505380994741)]
0.010452961672473868;early;True;['II'];[];['III', 'II'];['II'];0.06339302980915422;0.05490429670490751;0.07077335699737596;[('ipsi I', 0.01737678389306081), ('ipsi VII', 0.01182714917992289), ('contra III', 0.0095393907734161)]
0.003484320557491289;late;False;['II', 'III'];['II'];['IV', 'II', 'III'];['III', 'II'];0.07253215093445159;0.06147524485828158;0.08327988396652554;[('ipsi I', 0.02709646197402051), ('ipsi VII', 0.01947585183233438), ('ipsi V', 0.01589145475536998)]
0.003484320557491289;early;False;['II'];['III', 'IV'];['III', 'II'];['II', 'III', 'IV'];0.0897783361451634;0.07450046839907833;0.10315407150332936;[('ipsi I', 0.02490588247251544), ('contra V', 0.02012444342463928), ('ipsi VII', 0.0176945723402462)]
0.006968641114982578;early;False;['I', 'II'];[];['III', 'I', 'II'];[];0.052458160918648786;0.04452514648246259;0.06005882631305699;[('ipsi VII', 0.014474949594986124), ('contra II', 0.013061226425598014), ('ipsi V', 0.010653712736822231)]
0.003484320557491289;late;True;['II'];['IV'];['III', 'II'];['V', 'II', 'III', 'IV'];0.07278350812727952;0.06282682458198745;0.08329341535371622;[('ipsi I', 0.023935166950553265), ('ipsi VII', 0.01694438413827515), ('ipsi V', 0.012588977388943448)]
0.006968641114982578;late;True;['II', 'III', 'IV', 'V'];[];['II', 'III', 'IV', 'V'];['II'];0.08767008747819703;0.07508337521700507;0.09901472342176906;[('ipsi I', 0.030363509750445026), ('ipsi VII', 0.022224496776254862), ('contra III', 0.01917176582872254)]
0.006968641114982578;late;False;['II', 'III', 'IV'];[];['V', 'II', 'III', 'IV'];[];0.07279556174404823;0.062255174820976214;0.08261261869368647;[('ipsi I', 0.02838889271767081), ('ipsi VII', 0.020620632676273624), ('contra II', 0.01723956839941626)]
0.003484320557491289;early;False;['II'];['II', 'III'];['III', 'II'];['II', 'III'];0.09092768454965522;0.07996541592120227;0.10242699268041489;[('ipsi I', 0.02385866392267575), ('contra IV', 0.023378264391386787), ('ipsi VII', 0.016811432306773243)]
0.003484320557491289;late;True;['I', 'II', 'III'];['II'];['IV', 'I', 'II', 'III'];['III', 'II'];0.06566673485878166;0.05539236881177646;0.07566803572457383;[('ipsi VII', 0.02048965897199966), ('ipsi V', 0.016866453437968883), ('contra I', 0.012043412992327317)]
0.003484320557491289;late;True;['I', 'II', 'III', 'IV', 'VII'];['II', 'III', 'IV'];['V', 'I', 'II', 'III', 'IV', 'VII'];['II', 'III', 'IV'];0.0645319949480684;0.042551497770864144;0.08806071673546637;[('contra V', 0.04200610667355677), ('contra I', 0.012458701595154109), ('contra VII', 0.011238697613943907)]
0.003484320557491289;early;True;['I', 'II', 'III'];['II', 'III'];['IV', 'I', 'II', 'III'];['II', 'III'];0.09215755217218835;0.07960118517960516;0.10825644954556152;[('contra IV', 0.03817962644139233), ('ipsi VII', 0.019619182410885658), ('ipsi V', 0.015935667541152096)]
0.003484320557491289;early;False;['II', 'III', 'V'];[];['IV', 'II', 'III', 'V'];[];0.06294729833120807;0.05303383601195311;0.07164240162945114;[('ipsi I', 0.024476255543127767), ('ipsi VII', 0.017448839085749124), ('contra II', 0.015171509172290557)]
0.006968641114982578;late;True;['II'];['II', 'III'];['III', 'II'];['IV', 'II', 'III'];0.09128474405055798;0.07922193122381402;0.10353127709818347;[('ipsi I', 0.026313197802002856), ('ipsi VII', 0.01889644563209945), ('ipsi IV', 0.014458042433953279)]
0.010452961672473868;late;True;['II', 'III', 'IV'];[];['V', 'II', 'III', 'IV'];['II'];0.07923412427058726;0.06797037207570003;0.08967652447748486;[('ipsi I', 0.027545154270540172), ('ipsi VII', 0.019953892121749663), ('contra III', 0.016977735149769958)]
0.003484320557491289;late;False;['III'];[];['IV', 'II', 'III'];[];0.06699511873861988;0.05688900493540912;0.07629575892365194;[('ipsi I', 0.018522910438351012), ('ipsi VII', 0.016286904604339455), ('contra II', 0.014284396487081285)]
0.003484320557491289;late;True;['II'];['III'];['III', 'II'];['IV', 'II', 'III'];0.07854614183206171;0.06800234221480919;0.08985802821655552;[('ipsi I', 0.024097108022792992), ('ipsi VII', 0.017076372763870418), ('ipsi V', 0.012692502147933384)]
0.003484320557491289;late;True;['II', 'III', 'IV'];['II'];['V', 'II', 'III', 'IV'];['III', 'II'];0.0790834904151947;0.06810767432846246;0.09166468946756265;[('ipsi I', 0.02919734481967088), ('ipsi VII', 0.021254125481742717), ('contra I', 0.012312464546057476)]
0.003484320557491289;late;True;['I', 'II', 'III'];['II', 'III'];['IV', 'I', 'II', 'III'];['IV', 'II', 'III'];0.06506556054918132;0.05402495593378215;0.07591946298480332;[('ipsi VII', 0.022181986981978624), ('ipsi V', 0.018584004349778666), ('contra I', 0.011487382805407575)]
0.003484320557491289;early;False;['I', 'II', 'III'];[];['I', 'II', 'III'];[];0.09395661911796906;0.08304921031929605;0.10783653377728693;[('ipsi IV', 0.04628364988460733), ('ipsi VII', 0.017027420978185447), ('contra II', 0.014893100782354547)]
0.003484320557491289;early;False;['II', 'III', 'IV'];['II'];['II', 'III', 'IV'];['III', 'II'];0.09680397584298943;0.07772023378428289;0.1163172726403608;[('ipsi V', 0.042963552378365764), ('ipsi I', 0.026491282825520823), ('ipsi VII', 0.01912607698040328)]
0.003484320557491289;early;False;['II', 'IV'];[];['III', 'II', 'IV'];[];0.09768846602010264;0.07879547341451232;0.11845257137233967;[('ipsi V', 0.043100613916608806), ('ipsi I', 0.022340680849047164), ('ipsi VII', 0.015708641843844663)]
0.006968641114982578;late;False;['II', 'III', 'V'];[];['IV', 'II', 'III', 'V'];[];0.07184376675943639;0.061415540192388464;0.08177885702206882;[('ipsi I', 0.028089405023911176), ('ipsi VII', 0.02028446484373288), ('contra II', 0.017011568854445075)]
0.003484320557491289;late;True;['II', 'III'];['II', 'III', 'IV'];['IV', 'II', 'III'];['V', 'II', 'III', 'IV'];0.09070392539264456;0.07883234815808564;0.10434965178006668;[('ipsi I', 0.03143187132746298), ('ipsi VII', 0.022901278267838183), ('ipsi V', 0.01934098603152771)]
0.003484320557491289;late;False;['II', 'V'];[];['IV', 'III', 'II', 'V'];[];0.06362413372155944;0.05413075423616103;0.0729940150301831;[('ipsi I', 0.024800916851586873), ('ipsi VII', 0.017663791950568282), ('contra II', 0.015281331636340368)]
0.003484320557491289;late;True;['II', 'III', 'V'];['II', 'III', 'VII'];['IV', 'II', 'III', 'V'];['IV', 'II', 'III', 'VII'];0.07299272178556737;0.06175667490323515;0.08433338316700577;[('ipsi I', 0.03278624822134073), ('ipsi VII', 0.024022894869264032), ('contra I', 0.012230595042687982)]
